descricao;endereco;area;quartos;wc;vagas;valor;condominio;wlink
apartamento - Jardim das Margaridas - Salvador;Avenida Fazenda Cassange, 15;['44'];[2];[1];[1];161900;1;https://www.vivareal.com.br//imovel/apartamento-2-quartos-jardim-das-margaridas-bairros-salvador-com-garagem-44m2-venda-RS161900-id-2505646089/
Lançamento, aptos 1/4 e 2/4, varanda, no Costa Azul;Rua Professor Lourival Pimenta Bastos, ;['25'];[1];[1];[1];200000;-;https://www.vivareal.com.br//imovel/apartamento-1-quartos-costa-azul-bairros-salvador-com-garagem-25m2-venda-RS200000-id-2557545126/
Apartamento para venda possui 154 metros quadrados com 4 quartos em Horto Florestal - Salvador - BA;Rua do Cedro, 706;['184'];[4];[5];[3];1560673;0;https://www.vivareal.com.br//imovel/apartamento-4-quartos-horto-florestal-bairros-salvador-com-garagem-154m2-venda-RS1560673-id-2546953830/
Apartamento para Venda em Salvador, Pituba, 4 dormitórios, 2 suítes, 4 banheiros, 2 vagas;-;['155'];[4];[4];[2];650000;917;https://www.vivareal.com.br//imovel/apartamento-4-quartos-pituba-bairros-salvador-com-garagem-155m2-venda-RS650000-id-2552184140/
Apartamento para venda tem 133 m² com 3 Suítes em Horto Florestal - Salvador - BA;Rua da Sapucaia, 22;[];[3];[4];[2];1267869;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-horto-florestal-bairros-salvador-com-garagem-133m2-venda-RS1267869-id-2534087316/
2/4 SUITE VARANDA NASCENTE VISTA MAR;-;[];[2];[1];[2];529976;0;https://www.vivareal.com.br//imovel/apartamento-2-quartos-jaguaribe-bairros-salvador-com-garagem-58m2-venda-RS529976-id-2555794924/
Apartamento para venda possui 110 metros quadrados com 3 quartos Pituba - Salvador - BA;Rua Maranhão, 0;[];[3];[2];[2];690000;789;https://www.vivareal.com.br//imovel/apartamento-3-quartos-pituba-bairros-salvador-com-garagem-110m2-venda-RS690000-id-2553574110/
MSFF024 - Apartamento para venda tem 58 metros quadrados com 1/4 em Rio Vermelho - Salvador - BA;Rua Oswaldo Cruz;['58'];[1];[1];[1];189000;420;https://www.vivareal.com.br//imovel/apartamento-1-quartos-rio-vermelho-bairros-salvador-com-garagem-58m2-venda-RS189000-id-2554811236/
Apartamento para aluguel e venda possui 140 metros quadrados com 4 quartos;Rua Sítio do Pombal, 12;[];[4];[4];[0];1480000;0;https://www.vivareal.com.br//imovel/apartamento-4-quartos-pituacu-bairros-salvador-140m2-venda-RS1480000-id-2543566398/
Salvador - Apartamento Padrão - Horto Florestal;-;['91'];[2];[3];[2];790000;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-horto-florestal-bairros-salvador-com-garagem-91m2-venda-RS790000-id-2556027035/
Apartamento à venda com 3 quartos no São Lázaro Código Paesaggio FS17425;Rua Professor Aristides Novis, 113;[];[3];[5];[4];1750000;1636;https://www.vivareal.com.br//imovel/apartamento-3-quartos-sao-lazaro-bairros-salvador-com-garagem-184m2-venda-RS1750000-id-2532282803/
Apartamento com 4/4 a venda por R$ 1.700.000 - Barra - Salvador/BA>;Rua Professor Amílcar Falcão, 0;['199'];[4];[5];[3];1700000;1800;https://www.vivareal.com.br//imovel/apartamento-4-quartos-barra-bairros-salvador-com-garagem-199m2-venda-RS1700000-id-2547082171/
3 Suites Infraestrutura Na Pituba.;Rua Hilton Rodrigues, 66;['121'];[3];[4];[2];735000;944;https://www.vivareal.com.br//imovel/apartamento-3-quartos-pituba-bairros-salvador-com-garagem-116m2-venda-RS735000-id-2541600257/
Vivace -Cabula 2 quartos com suíte- Oportunidade;Conjunto Cabula IV, ;['52'];[2];[2];[1];270001;0;https://www.vivareal.com.br//imovel/apartamento-2-quartos-cabula-bairros-salvador-com-garagem-52m2-venda-RS270001-id-2557590582/
Cód. 443/3619 Jardim Nova Esperança 2/4 Nascente no Cond. Jardim das Hortênsias;Alameda das Hortênsias;['52'];[2];[1];[1];105000;195;https://www.vivareal.com.br//imovel/apartamento-2-quartos-jardim-nova-esperanca-bairros-salvador-com-garagem-52m2-venda-RS105000-id-2557407363/
;Rua Miguel Gustavo, 576;['90'];[2];[1];[0];275000;730;https://www.vivareal.com.br//imovel/apartamento-2-quartos-brotas-bairros-salvador-90m2-venda-RS275000-id-2486656127/
Apartamento para Venda em Salvador, Vila Laura, 1 dormitório, 1 suíte, 2 banheiros, 1 vaga;Rua Raul Leite, 27;['45'];[1];[2];[1];195000;280;https://www.vivareal.com.br//imovel/apartamento-1-quartos-vila-laura-bairros-salvador-com-garagem-45m2-venda-RS195000-id-2556424600/
Apartamento para venda com 60 metros quadrados com 2 quartos em Barra - Salvador - Bahia;Rua Comendador Bernardo Catarino, 100;['65'];[2];[2];[1];350000;500;https://www.vivareal.com.br//imovel/apartamento-2-quartos-barra-bairros-salvador-com-garagem-60m2-venda-RS350000-id-2493792874/
Apartamento para venda com 88 metros quadrados com 2 quartos em Federação - Salvador - BA;Avenida Anita Garibaldi, 0;['88'];[2];[2];[2];690000;999;https://www.vivareal.com.br//imovel/apartamento-2-quartos-garibaldi-bairros-salvador-com-garagem-88m2-venda-RS690000-id-2514256502/
Apartamento para venda tem 82 metros quadrados com 3 quartos em Armação - Salvador - BA;Rua Rodrigues Dórea, 75;['82'];[3];[2];[2];470000;640;https://www.vivareal.com.br//imovel/apartamento-3-quartos-armacao-bairros-salvador-com-garagem-82m2-venda-RS470000-id-2554264978/
Apartamento - 2Q para Venda>;Rua Nova Cidade II, 403;['56'];[2];[1];[];130000;160;https://www.vivareal.com.br//imovel/apartamento-2-quartos-paralela-bairros-salvador-56m2-venda-RS130000-id-2558562637/
Greenville Platno Andar Alto;Rua Embira, 379;['110'];[3];[3];[2];965000;660;https://www.vivareal.com.br//imovel/apartamento-3-quartos-patamares-bairros-salvador-com-garagem-110m2-venda-RS965000-id-2552497868/
Apt 1/4 Sala.Barris.49 m2.Academia.Quadra.Area e Banheiro de Serviço.Oportunidade!;Rua Politeama de Baixo, 0;['49'];[1];[1];[0];175000;350;https://www.vivareal.com.br//imovel/apartamento-1-quartos-politeama-bairros-salvador-49m2-venda-RS175000-id-2558183519/
Cidade Jardim - 3 Suítes + Gabinete - 174 m² - Mobiliado - Nascente - 3 Vagas;Rua Sócrates Guanaes Gomes, 10;['174'];[3];[4];[3];950000;1434;https://www.vivareal.com.br//imovel/apartamento-3-quartos-candeal-bairros-salvador-com-garagem-174m2-venda-RS950000-id-2557892557/
Apartamento para venda possui 26 metros quadrados com 1 quarto em Rio Vermelho - Salvador;Avenida Anita Garibaldi, ;['26'];[1];[1];[1];279000;0;https://www.vivareal.com.br//imovel/apartamento-1-quartos-rio-vermelho-bairros-salvador-com-garagem-26m2-venda-RS279000-id-2557590563/
Apartamento para Venda em Salvador, Caminho das Árvores, 1 dormitório, 1 suíte, 1 banheiro, 2 vagas;Rua Ewerton Visco, 290;['50'];[1];[1];[2];350000;620;https://www.vivareal.com.br//imovel/apartamento-1-quartos-caminho-das-arvores-bairros-salvador-com-garagem-50m2-venda-RS350000-id-2553958704/
Excelente apartamento localizado no Mandarim Salvador Shopping, 74m², 2/4 sendo uma suíte, varandão;Rua Frederico Simões, 0;['74'];[2];[2];[1];679000;843;https://www.vivareal.com.br//imovel/apartamento-2-quartos-caminho-das-arvores-bairros-salvador-com-garagem-74m2-venda-RS679000-id-2554820404/
;Rua da Graça, 227;['135'];[4];[3];[2];699000;1472;https://www.vivareal.com.br//imovel/apartamento-4-quartos-graca-bairros-salvador-com-garagem-135m2-venda-RS699000-id-2550786047/
Oportunidade 3 suíte no parque tropical reformado andar alto home 02 vaga soltas;Rua Albertino Cabral Henrique, 0;['113'];[3];[5];[2];1050000;1150;https://www.vivareal.com.br//imovel/apartamento-3-quartos-pituacu-bairros-salvador-com-garagem-113m2-venda-RS1050000-id-2554144205/
Apartamento para Venda em Salvador, Ondina, 2 dormitórios, 2 banheiros, 1 vaga;Avenida Oceânica, 2079;['87'];[2];[2];[1];450000;600;https://www.vivareal.com.br//imovel/apartamento-2-quartos-ondina-bairros-salvador-com-garagem-87m2-venda-RS450000-id-2556140624/
4 suítes de luxo com 198m² na Ladeira da Barra- Salvador;Rua Tenente Pires Ferreira, 83;['198'];[4];[5];[3];2400000;1950;https://www.vivareal.com.br//imovel/apartamento-4-quartos-barra-bairros-salvador-com-garagem-198m2-venda-RS2400000-id-2486524384/
APARTAMENTO RESIDENCIAL em SALVADOR - BA, PITUBA;Rua Ceará;['140'];[4];[2];[2];620000;1200;https://www.vivareal.com.br//imovel/apartamento-4-quartos-pituba-bairros-salvador-com-garagem-140m2-venda-RS620000-id-2542044801/
Brotas 1/4 garagem coberta, nascente total, ventilado,documentação 100%;Rua Ariston Bertino de Carvalho, ;['48'];[1];[1];[1];170000;620;https://www.vivareal.com.br//imovel/apartamento-1-quartos-brotas-bairros-salvador-com-garagem-48m2-venda-RS170000-id-2557220439/
Apartamento para aluguel possui 45 metros quadrados com 1 quarto em Federação - Salvador - BA;Rua Professora Semírames Barbuda;['45'];[1];[1];[1];180000;300;https://www.vivareal.com.br//imovel/apartamento-1-quartos-federacao-bairros-salvador-com-garagem-45m2-venda-RS180000-id-2543025008/
Apartamento com 4 dormitórios à venda, 355 m² por R$ 8.600.000,00 - Vitória - Salvador/BA;-;['355'];[4];[4];[4];8600000;0;https://www.vivareal.com.br//imovel/apartamento-4-quartos-vitoria-bairros-salvador-com-garagem-355m2-venda-RS8600000-id-2551802168/
Apartamento 2 quartos sendo 1 suíte 75m2 à venda no Costa Azul;Rua Monsenhor Gaspar Sadoc, ;['75'];[2];[3];[2];235000;410;https://www.vivareal.com.br//imovel/apartamento-2-quartos-costa-azul-bairros-salvador-com-garagem-75m2-venda-RS235000-id-2457079444/
3/4 Graça Oportunidade;Largo da Graça, ;['140'];[3];[3];[2];550000;1250;https://www.vivareal.com.br//imovel/apartamento-3-quartos-graca-bairros-salvador-com-garagem-140m2-venda-RS550000-id-2558423572/
Apartamento 3/4 na Vila Laura. ( Nilson Costa);Rua Nílson Costa, 23;[];[3];[2];[2];410000;525;https://www.vivareal.com.br//imovel/apartamento-3-quartos-brotas-bairros-salvador-com-garagem-98m2-venda-RS410000-id-2555382004/
Apartamento para Venda em Salvador, BARRIS, 1 dormitório, 1 suíte, 1 banheiro;-;['71'];[1];[1];[0];199000;390;https://www.vivareal.com.br//imovel/apartamento-1-quartos-barris-bairros-salvador-71m2-venda-RS199000-id-2495528200/
Apartamento à venda, 3 quartos, Stiep - Salvador/BA;Alameda Marine, 73;['95'];[3];[3];[1];550000;843;https://www.vivareal.com.br//imovel/apartamento-3-quartos-stiep-bairros-salvador-com-garagem-95m2-venda-RS550000-id-2549487883/
Apartamento 3 Quartos para Venda em Salvador, Contorno, 3 dormitórios, 3 suítes, 3 banheiros, 2 vaga;Avenida Barnabé, 496;['198'];[3];[3];[2];3800000;3897;https://www.vivareal.com.br//imovel/apartamento-3-quartos-barbalho-bairros-salvador-com-garagem-198m2-venda-RS3800000-id-2517493908/
SALVADOR - Padrão - Parque Bela Vista;-;['50'];[2];[1];[];149000;50;https://www.vivareal.com.br//imovel/apartamento-2-quartos-parque-bela-vista-bairros-salvador-50m2-venda-RS149000-id-2549334681/
Apartamento Politeama;Rua Politeama de Baixo, 298;[];[2];[1];[1];238000;430;https://www.vivareal.com.br//imovel/apartamento-2-quartos-politeama-bairros-salvador-com-garagem-58m2-venda-RS238000-id-2522996697/
Apartamento para venda tem 80 metros quadrados com 2 quartos em Brotas - Salvador - BA;Rua Emília Couto;[];[2];[2];[1];230000;660;https://www.vivareal.com.br//imovel/apartamento-2-quartos-brotas-bairros-salvador-com-garagem-80m2-venda-RS230000-id-2524033388/
Stiep com 2|4, 01G e 62M² no Conjunto dos Bancários;Conjunto Bancários do Stiep, 0;[];[2];[2];[1];220000;200;https://www.vivareal.com.br//imovel/apartamento-2-quartos-stiep-bairros-salvador-com-garagem-62m2-venda-RS220000-id-2530667926/
Apartamento para venda com 97 metros quadrados com 3 quartos em Stiep - Salvador - BA;Rua Doutor José Peroba, 73;['97'];[3];[3];[1];457000;700;https://www.vivareal.com.br//imovel/apartamento-3-quartos-stiep-bairros-salvador-com-garagem-97m2-venda-RS457000-id-2556907899/
Loft no Corredor da Vitória! Com pier para Baía de Todos os Santos;Avenida Sete de Setembro, 10;[];[1];[1];[2];850000;1090;https://www.vivareal.com.br//imovel/apartamento-1-quartos-vitoria-bairros-salvador-com-garagem-55m2-venda-RS850000-id-2524389809/
Apartamento de 2 quartos, 54m² à venda no Barbalho.;Rua Professor Viegas, 186;[];[2];[2];[1];350000;300;https://www.vivareal.com.br//imovel/apartamento-2-quartos-barbalho-bairros-salvador-com-garagem-54m2-venda-RS350000-id-2528264898/
Apartamento para Venda em Salvador, Caminho das Árvores, 4 dormitórios, 2 suítes, 5 banheiros, 2 vag;-;['180'];[4];[5];[2];680000;1900;https://www.vivareal.com.br//imovel/apartamento-4-quartos-caminho-das-arvores-bairros-salvador-com-garagem-180m2-venda-RS680000-id-2558674124/
3/4 suíte 92m2, Graça (Novo);Rua Manoel Barreto, ;['92'];[3];[3];[2];750000;900;https://www.vivareal.com.br//imovel/apartamento-3-quartos-graca-bairros-salvador-com-garagem-92m2-venda-RS750000-id-2544957029/
Apartamento para venda tem 58m No Orquidário com 2 quartos no Parque BelaVista- Salvador - BA;Rua Professor Ildefonso de Mesquita, 213;['58'];[2];[1];[1];378000;400;https://www.vivareal.com.br//imovel/apartamento-2-quartos-acm-bairros-salvador-com-garagem-58m2-venda-RS378000-id-2502086624/
Apartamento para venda possui 154 metros quadrados com 4 quartos;Avenida Santa Luzia, 500;['154'];[4];[5];[3];1606250;3500;https://www.vivareal.com.br//imovel/apartamento-4-quartos-horto-florestal-bairros-salvador-com-garagem-154m2-venda-RS1606250-id-2548416885/
Apartamento para Venda em Salvador, Saboeiro, 3 dormitórios, 1 suíte, 1 banheiro, 2 vagas;Beco da Coruja, ;['74'];[3];[1];[2];425000;460;https://www.vivareal.com.br//imovel/apartamento-3-quartos-saboeiro-bairros-salvador-com-garagem-74m2-venda-RS425000-id-2557743589/
Brotas com 3|4, 01G e 70M² no Edf. México;Avenida Dom João VI, 70;[];[3];[2];[1];250000;250;https://www.vivareal.com.br//imovel/apartamento-3-quartos-daniel-lisboa-bairros-salvador-com-garagem-70m2-venda-RS250000-id-2536092790/
Apt Cobertura 4 suites.322 m2.Alto do Itagara.Infra-Completa!;Rua Jardim Alto do Itaigara, ;['322'];[4];[5];[4];2550000;2924;https://www.vivareal.com.br//imovel/apartamento-4-quartos-itaigara-bairros-salvador-com-garagem-322m2-venda-RS2550000-id-2558183510/
Vendo apartamento de 2/4 no Caneta;Vila Ferraro, 1;[];[2];[2];[1];260000;0;https://www.vivareal.com.br//imovel/apartamento-2-quartos-canela-bairros-salvador-com-garagem-80m2-venda-RS260000-id-2541351573/
Salvador - Apartamento Padrão - Pituba;-;['122'];[2];[2];[1];370000;400;https://www.vivareal.com.br//imovel/apartamento-2-quartos-pituba-bairros-salvador-com-garagem-122m2-venda-RS370000-id-2554743829/
APARTAMENTOSALVADOR;-;['100'];[3];[3];[1];330000;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-pituba-bairros-salvador-com-garagem-100m2-venda-RS330000-id-2554323701/
Apartamento 2 quartos, Suíte, Stiep, Total Infraestrutura;-;['70'];[2];[2];[2];430000;546;https://www.vivareal.com.br//imovel/apartamento-2-quartos-stiep-bairros-salvador-com-garagem-70m2-venda-RS430000-id-2557332371/
Apartamento para Venda em Salvador, PITUBA, 2 dormitórios, 1 suíte, 2 banheiros, 1 vaga;-;['69'];[2];[2];[1];360000;450;https://www.vivareal.com.br//imovel/apartamento-2-quartos-pituba-bairros-salvador-com-garagem-69m2-venda-RS360000-id-2539074877/
Apartamento nascente total, 3 quartos, 2 vagas de garagem entre 133m² à venda em Patamares.;Rua da Quixaba, 1;['133'];[3];[5];[2];990000;1100;https://www.vivareal.com.br//imovel/apartamento-3-quartos-patamares-bairros-salvador-com-garagem-133m2-venda-RS990000-id-2556943419/
Barra com 2|4, 01G e 73M² no Cond. Barra The Place Residence;Rua Engenheiro Milton Oliveira, 143;[];[2];[2];[1];600000;800;https://www.vivareal.com.br//imovel/apartamento-2-quartos-barra-bairros-salvador-com-garagem-73m2-venda-RS600000-id-2526700908/
Apartamento de quarto e sala, nascente e novo, localizado no Caminho das Árvores - Salvador - BA.;Avenida Antônio Carlos Magalhães, 137;[];[1];[1];[1];235000;300;https://www.vivareal.com.br//imovel/apartamento-1-quartos-caminho-das-arvores-bairros-salvador-com-garagem-22m2-venda-RS235000-id-2530924033/
Apartamento para venda Condômino Mirante da Paralela - Salvador - Ba;Rua Nova Cidade I, 0;['50'];[2];[1];[1];240000;350;https://www.vivareal.com.br//imovel/apartamento-2-quartos-canabrava-bairros-salvador-com-garagem-50m2-venda-RS240000-id-2552787878/
2 QUARTOS COM DEPENDÊNCIA COMPLETA NO COSTA AZUL;-;['90'];[2];[3];[1];230000;325;https://www.vivareal.com.br//imovel/apartamento-2-quartos-costa-azul-bairros-salvador-com-garagem-90m2-venda-RS230000-id-2546570824/
APARTAMENTO RESIDENCIAL em SALVADOR - BA, ITAIGARA;Rua Jardim Alto do Itaigara;['188'];[3];[4];[4];1765000;1722;https://www.vivareal.com.br//imovel/apartamento-3-quartos-itaigara-bairros-salvador-com-garagem-188m2-venda-RS1765000-id-2553880716/
Apartamento para venda com 109 metros quadrados com 3 quartos em Alphaville I - Salvador - BA;Avenida Alphaville, 8;['109'];[3];[2];[2];930000;0;https://www.vivareal.com.br//imovel/apartamento-3-quartos-alphaville-i-bairros-salvador-com-garagem-109m2-venda-RS930000-id-2554709036/
3 suítes, armários, nascente, 3 garagens, lazer e segurança no Horto Bela Vista.;Alameda dos Jardins;['143'];[3];[6];[3];960000;950;https://www.vivareal.com.br//imovel/apartamento-3-quartos-horto-bela-vista-bairros-salvador-com-garagem-143m2-venda-RS960000-id-2555576815/
Apartamento com 3 quartos, 60m2, à venda em Salvador, Brotas;Avenida Mário Leal Ferreira;['60'];[3];[2];[0];215000;455;https://www.vivareal.com.br//imovel/apartamento-3-quartos-brotas-bairros-salvador-60m2-venda-RS215000-id-2537231790/
(R)Apartamento Imbuí;Rua Adhemar Pinheiro Lemos, ;['80'];[3];[1];[1];140000;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-imbui-bairros-salvador-com-garagem-80m2-venda-RS140000-id-2558699785/
Apartamento à venda no bairro Caminho das Árvores - Salvador/BA;Avenida Tancredo Neves, 2227;['45'];[1];[1];[1];450000;388;https://www.vivareal.com.br//imovel/apartamento-1-quartos-caminho-das-arvores-bairros-salvador-com-garagem-45m2-venda-RS450000-id-2556860418/
Chácara Suíça nascente 4 quartos suítes sendo 1 suite com closet 260m2 no Horto Florestal;Avenida Santa Luzia, 379;['253'];[4];[6];[4];2450000;2500;https://www.vivareal.com.br//imovel/apartamento-4-quartos-horto-florestal-bairros-salvador-com-garagem-253m2-venda-RS2450000-id-2546924752/
Apartamento para Venda em Salvador, Candeal, 2 dormitórios, 1 suíte, 2 banheiros, 1 vaga;Rua Alexandrina Ramalho, 12;['75'];[2];[2];[1];280000;760;https://www.vivareal.com.br//imovel/apartamento-2-quartos-candeal-bairros-salvador-com-garagem-75m2-venda-RS280000-id-2555147796/
SALVADOR - Padrão - Alphaville I;-;['50'];[1];[1];[1];390000;500;https://www.vivareal.com.br//imovel/apartamento-1-quartos-alphaville-i-bairros-salvador-com-garagem-50m2-venda-RS390000-id-2549332920/
Apartamento para venda tem 78 metros quadrados com 2 quartos em Itapuã - Salvador - BA;Rua da Curva do Vinícius, 730;['78'];[2];[2];[1];315000;150;https://www.vivareal.com.br//imovel/apartamento-2-quartos-itapua-bairros-salvador-com-garagem-78m2-venda-RS315000-id-2548166699/
Apartamento para venda com 35 metros quadrados com 1 quarto em Praia do Flamengo - Salvador - BA;Rua Professor Antônio Augusto Machado, 0;[];[1];[1];[1];237000;0;https://www.vivareal.com.br//imovel/apartamento-1-quartos-praia-do-flamengo-bairros-salvador-com-garagem-35m2-venda-RS237000-id-2552105279/
Alto de São Lázaro - 4/4 com 2 Suítes - 178 m² - Vista Mar - 2 Vagas - Oportunidade;Rua Professor Aristides Novis, 105;['178'];[4];[4];[2];775000;1350;https://www.vivareal.com.br//imovel/apartamento-4-quartos-federacao-bairros-salvador-com-garagem-178m2-venda-RS775000-id-2536629595/
Apartamento para venda com 125 metros quadrados com 3 quartos em Barra - Salvador - BA;Rua Doutor João Pondé, 86;[];[3];[3];[1];480000;1200;https://www.vivareal.com.br//imovel/apartamento-3-quartos-barra-bairros-salvador-com-garagem-125m2-venda-RS480000-id-2552363168/
Ondina - 4 Suites com 4 vagas de garagem.;Rua Morro do Escravo Miguel, 00;['221'];[4];[6];[4];1290000;3000;https://www.vivareal.com.br//imovel/apartamento-4-quartos-ondina-bairros-salvador-com-garagem-221m2-venda-RS1290000-id-2534771596/
Apartamento para venda possui 89 m² 3 quartos 01 suíte em Pituba - Salvador - BA;Alameda Pádua;[];[3];[3];[2];750000;750;https://www.vivareal.com.br//imovel/apartamento-3-quartos-pituba-bairros-salvador-com-garagem-89m2-venda-RS750000-id-2550351869/
Apartamento para Venda em Salvador, vitoria, 4 dormitórios, 4 suítes, 5 banheiros, 4 vagas;Avenida Sete de Setembro, ;['355'];[4];[5];[4];8000000;3500;https://www.vivareal.com.br//imovel/apartamento-4-quartos-vitoria-bairros-salvador-com-garagem-355m2-venda-RS8000000-id-2537869007/
Apartamento com 2 quartos à venda, 155 m² por R$ 1.499.000,00 - Pituaçu - Salvador/BA>;Travessa Albertino Cabral Henrique, 0;['155'];[4];[6];[3];1499000;1356;https://www.vivareal.com.br//imovel/apartamento-4-quartos-pituacu-bairros-salvador-com-garagem-155m2-venda-RS1499000-id-2550429465/
Apartamento para venda tem 48 metros quadrados com 1 quarto em Federação - Salvador - BA;Rua do Trilho, 0;[];[1];[1];[0];185000;547;https://www.vivareal.com.br//imovel/apartamento-1-quartos-federacao-bairros-salvador-48m2-venda-RS185000-id-2546158715/
3/4 - Reserva das Plantas;Alameda Horto Bela Vista, 808;['72'];[3];[3];[1];399999;520;https://www.vivareal.com.br//imovel/apartamento-3-quartos-horto-bela-vista-bairros-salvador-com-garagem-72m2-venda-RS399999-id-2556666038/
2/4 com Suíte no Imbui - Infra completa - Armários em todos os cômodos - Oportunidade !;Rua das Patativas, 0;['60'];[2];[2];[1];390000;-;https://www.vivareal.com.br//imovel/apartamento-2-quartos-imbui-bairros-salvador-com-garagem-60m2-venda-RS390000-id-2556686455/
Apartamento VISTA MAR, nascente, studio com 1 quarto em Pituba - Salvador - DTM5;Avenida Octávio Mangabeira, 599;[];[1];[1];[1];235000;559;https://www.vivareal.com.br//imovel/apartamento-1-quartos-pituba-bairros-salvador-com-garagem-31m2-venda-RS235000-id-2555952279/
Apartamento para venda tem 41 metros quadrados com 1 quarto em Brotas - Salvador - BA;Rua Irmã Dulce, 342;['41'];[1];[1];[1];165000;395;https://www.vivareal.com.br//imovel/apartamento-1-quartos-brotas-bairros-salvador-com-garagem-41m2-venda-RS165000-id-2558150260/
Apartamento para Venda em Salvador, Itaigara, 4 dormitórios, 2 suítes, 4 banheiros, 2 vagas;Rua Altino Serbeto de Barros, ;['153'];[4];[4];[2];750000;1100;https://www.vivareal.com.br//imovel/apartamento-4-quartos-itaigara-bairros-salvador-com-garagem-153m2-venda-RS750000-id-2543928780/
Apartamento 4 quartos no Alto do Itaigara;Rua Doutor Hosannah de Oliveira;['131'];[4];[3];[2];820000;1344;https://www.vivareal.com.br//imovel/apartamento-4-quartos-itaigara-bairros-salvador-com-garagem-131m2-venda-RS820000-id-2553659301/
Apartamento para Venda em Salvador, Pituba, 1 dormitório, 1 banheiro, 1 vaga;Rua Clara Nunes, 71;['38'];[1];[1];[1];300000;430;https://www.vivareal.com.br//imovel/apartamento-1-quartos-pituba-bairros-salvador-com-garagem-38m2-venda-RS300000-id-2556678876/
Modern Living - Rio Vermelho - 2/4 com suíte e 2 varandas - 67 m² - Andar alto - Infraestrutura;Rua Ismael de Barros, 176;[];[2];[2];[1];529900;600;https://www.vivareal.com.br//imovel/apartamento-2-quartos-federacao-bairros-salvador-com-garagem-67m2-venda-RS529900-id-2556552482/
Apartamento para Venda em Salvador, Stella Maris, 3 dormitórios, 3 suítes, 3 banheiros, 1 vaga;Rua Desembargador Antônio Herculano, 89;['121'];[3];[3];[1];530000;500;https://www.vivareal.com.br//imovel/apartamento-3-quartos-stella-maris-bairros-salvador-com-garagem-121m2-venda-RS530000-id-2553787825/
Apartamento para venda possui 174 metros quadrados com 3 quartos em Graça - Salvador - BA;Avenida Princesa Leopoldina;['174'];[3];[5];[2];1459000;1250;https://www.vivareal.com.br//imovel/apartamento-3-quartos-graca-bairros-salvador-com-garagem-174m2-venda-RS1459000-id-2521857582/
Apartamento para Venda em Salvador, Armação - Jardim de Alah, 1 dormitório, 1 suíte, 1 banheiro, 1 v;Avenida Octávio Mangabeira, ;['45'];[1];[1];[1];330000;850;https://www.vivareal.com.br//imovel/apartamento-1-quartos-armacao-bairros-salvador-com-garagem-45m2-venda-RS330000-id-2558585874/
Flat 1/4, suite em Salvador -BA;-;['31'];[1];[1];[1];550000;450;https://www.vivareal.com.br//imovel/apartamento-1-quartos-barra-bairros-salvador-com-garagem-31m2-venda-RS550000-id-2555152530/
Apartamento 2 quartos, 1 suíte,76m², Pituba;Rua Anthenor Tupinambá, ;['76'];[2];[3];[2];420000;600;https://www.vivareal.com.br//imovel/apartamento-2-quartos-pituba-bairros-salvador-com-garagem-76m2-venda-RS420000-id-85902297/
Apartamento para venda com 123m² com 2 quartos em Rio Vermelho - Salvador - BA;Rua da Fonte do Boi;[];[2];[2];[2];700000;1900;https://www.vivareal.com.br//imovel/apartamento-2-quartos-rio-vermelho-bairros-salvador-com-garagem-123m2-venda-RS700000-id-2533543849/
Apartamento para venda em Patamares no Green Vile 3/4 com suíte;Rua Salgueiro, 0;[];[3];[3];[2];800000;660;https://www.vivareal.com.br//imovel/apartamento-3-quartos-patamares-bairros-salvador-com-garagem-88m2-venda-RS800000-id-2545694646/
Salvador - Apartamento Padrão - Pituaçu;Rua Marquês de Queluz, 631;['75'];[2];[2];[1];530000;600000;https://www.vivareal.com.br//imovel/apartamento-2-quartos-pituacu-bairros-salvador-com-garagem-75m2-venda-RS530000-id-2525462981/
Apartamento à venda no bairro Stiep - Salvador/BA;-;['78'];[3];[3];[2];540000;516;https://www.vivareal.com.br//imovel/apartamento-3-quartos-stiep-bairros-salvador-com-garagem-78m2-venda-RS540000-id-2556656917/
Apartamento para Venda em Salvador, Brotas, 3 dormitórios, 2 banheiros, 1 vaga;Rua Emília Couto, ;['90'];[3];[2];[1];335000;790;https://www.vivareal.com.br//imovel/apartamento-3-quartos-brotas-bairros-salvador-com-garagem-90m2-venda-RS335000-id-2529884789/
Apartamento para Venda em Salvador, Itapuã, 3 dormitórios, 2 suítes, 3 banheiros, 2 vagas;Rua do Lagarto Azul, ;['97'];[3];[3];[2];705248;-;https://www.vivareal.com.br//imovel/apartamento-3-quartos-itapua-bairros-salvador-com-garagem-97m2-venda-RS705248-id-2557911862/
Cobertura duplex para venda possui 251 metros quadrados com 5 quartos em Barra - Salvador - BA;Avenida Princesa Isabel, 70;['251'];[5];[5];[1];990000;1041;https://www.vivareal.com.br//imovel/apartamento-5-quartos-barra-bairros-salvador-com-garagem-251m2-venda-RS990000-id-2533881180/
